0.000000	0.055556
0.000000	0.111111
0.000022	0.166667
0.000051	0.222222
0.000100	0.277778
0.000173	0.333333
0.000275	0.388889
0.000410	0.444444
0.000584	0.499999
0.000802	0.555555
0.001067	0.611109
0.001386	0.666664
0.001762	0.722218
0.002200	0.777772
0.002707	0.833325
0.003285	0.888878
0.003940	0.944430
0.004678	0.999980
0.005502	1.055530
0.006418	1.111080
0.007430	1.166620
0.008543	1.222170
0.009763	1.277710
0.011093	1.333250
0.012539	1.388790
0.014106	1.444320
0.015799	1.499850
0.017622	1.555380
0.019580	1.610900
0.021678	1.666410
0.023922	1.721920
0.026315	1.777430
0.028863	1.832920
0.031570	1.888410
0.034443	1.943890
0.037484	1.999370
0.040700	2.054830
0.044095	2.110280
0.047674	2.165720
0.051442	2.221150
0.055405	2.276560
0.059565	2.331960
0.063930	2.387350
0.068503	2.442710
0.073290	2.498060
0.078295	2.553390
0.083523	2.608700
0.088980	2.663990
0.094669	2.719250
0.100597	2.774490
0.106768	2.829700
0.113186	2.884880
0.119857	2.940040
0.126786	2.995160
0.133978	3.050250
0.141436	3.105300
0.149167	3.160320
0.157175	3.215290
0.165465	3.270220
0.174042	3.325110
0.182910	3.379960
0.192076	3.434750
0.201542	3.489490
0.211315	3.544180
0.221398	3.598820
0.231798	3.653390
0.242518	3.707900
0.253563	3.762350
0.264938	3.816730
0.276648	3.871030
0.288698	3.925270
0.301092	3.979420
0.313835	4.033500
0.326931	4.087490
0.340385	4.141390
0.354203	4.195200
0.368387	4.248910
0.382943	4.302530
0.397876	4.356040
0.413189	4.409440
0.428888	4.462730
0.444976	4.515910
0.461459	4.568960
0.478339	4.621890
0.495623	4.674690
0.513313	4.727350
0.531414	4.779870
0.549931	4.832250
0.568866	4.884480
0.588226	4.936560
0.608012	4.988470
0.628230	5.040210
0.648882	5.091790
0.669974	5.143180
0.691508	5.194400
0.713489	5.245420
0.735919	5.296240
0.758803	5.346870
0.782143	5.397280
0.805944	5.447480
0.830208	5.497460
0.854939	5.547200
0.880139	5.596720
0.905812	5.645980
0.931961	5.695000
0.958588	5.743760
0.985696	5.792250
1.013290	5.840470
