15.0000000	0.0000000
14.9999997	31.4758989
-0.0217498	32.5426967
0.0634318	0.3838122
15.0000000	0.0000000
3.5060853	15.9617091
3.5486760	0.5015453
6.9913296	15.8439759
7.0339203	0.6192785
11.9952428	0.1459491
12.0122905	15.8796818
10.4765738	15.7262427
10.5191646	0.7370117
15.0000000	17.7379494
14.9951424	20.4370584
0.0160330	20.7786380
0.0208410	18.0794422
-0.0704412	12.9764905
-0.0696423	8.0763987
4.9301982	8.0771822
4.9293994	12.9772740
7.3263927	24.0551687
7.3274975	16.0551634
9.2272881	16.0556038
9.2261833	24.0556092
13.4976205	4.9270221
